160,64,1024,5,253.97
160,64,1024,4,170
160,64,1024,3,112.87
160,64,1024,2,71.89
160,64,1024,1,43.62
160,64,512,5,252.3
160,64,512,4,247.82
160,64,512,3,196.82
160,64,512,2,77.86
160,64,512,1,38.44
160,64,256,5,253.53
160,64,256,4,164.93
160,64,256,3,104.52
160,64,256,2,58.6
160,64,256,1,33.38
80,64,1024,5,247.49
80,64,1024,4,176.86
80,64,1024,3,117.13
80,64,1024,2,76.25
80,64,1024,1,54.52
80,64,512,5,249.77
80,64,512,4,167.82
80,64,512,3,106.77
80,64,512,2,63.49
80,64,512,1,43.06
80,64,256,5,246.27
80,64,256,4,174.6
80,64,256,3,105.98
80,64,256,2,61.81
80,64,256,1,36.8
40,64,1024,5,251.81
40,64,1024,4,180.25
40,64,1024,3,129.86
40,64,1024,2,130.91
40,64,1024,1,80.1
40,64,512,5,477.14
40,64,512,4,325.19
40,64,512,3,200.67
40,64,512,2,115.83
40,64,512,1,67.27
40,64,256,5,262.03
40,64,256,4,178.83
40,64,256,3,109.21
40,64,256,2,58.75
40,64,256,1,33.17
