160,64,1024,5,118.91
160,64,1024,4,87.58
160,64,1024,3,44.15
160,64,1024,2,115.78
160,64,1024,1,79.12
160,64,512,5,38.21
160,64,512,4,108.8
160,64,512,3,73.14
160,64,512,2,34.3
160,64,512,1,127.5
160,64,256,5,87
160,64,256,4,54.57
160,64,256,3,114.42
160,64,256,2,77.21
160,64,256,1,42
80,64,1024,5,104.84
80,64,1024,4,75.34
80,64,1024,3,35.13
80,64,1024,2,131.22
80,64,1024,1,95
80,64,512,5,55.68
80,64,512,4,119.73
80,64,512,3,81.04
80,64,512,2,42.77
80,64,512,1,113.22
80,64,256,5,74.44
80,64,256,4,34.41
80,64,256,3,
80,64,256,2,
80,64,256,1,
40,64,1024,5,
40,64,1024,4,
40,64,1024,3,
40,64,1024,2,
40,64,1024,1,
40,64,512,5,
40,64,512,4,
40,64,512,3,
40,64,512,2,
40,64,512,1,
40,64,256,5,
40,64,256,4,
40,64,256,3,
40,64,256,2,
40,64,256,1,
